id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
"TCA","Vaultex, European Style 35/65 Coverall with Reflective 240 Gsm, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: TCA. Unit: Set.","in stock","new","61.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-35-65-coverall-with-reflective-235-gsm-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/TCA/1789031105797-TCA.png","Xpertone Creative","Workwear & Uniforms > Coverall 240 GSM","Workwear & Uniforms","Coverall 240 GSM","Set"
"EUD","Vaultex, European Style 35/65 Pant Shirt with Reflective 240 Gsm, Grey Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: EUD. Unit: Set.","in stock","new","65.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-35-65-pant-shirt-with-reflective-235-gsm-grey-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/EUD/1789031111873-EUD.png","Xpertone Creative","Workwear & Uniforms > Pant & Shirt 240 GSM","Workwear & Uniforms","Pant & Shirt 240 GSM","Set"
"QNQ","Vaultex, European Style 35/65 Pant Shirt with Reflective 240 Gsm, Grey+Royal Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: QNQ. Unit: Set.","in stock","new","64.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-35-65-pant-shirt-with-reflective-240-gsm-grey-royal-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/QNQ/1789031118139-QNQ.png","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Set"
"HSI","Vaultex, European Style 35/65 Pant Shirt with Reflective 240 Gsm, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: HSI. Unit: Set.","in stock","new","63.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-35-65-pant-shirt-with-reflective-235-gsm-navy-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/HSI.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Pant & Shirt 240 GSM","Workwear & Uniforms","Pant & Shirt 240 GSM","Set"
"SGF","Vaultex, Fire Fighter Hood, Natural Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: SGF. Unit: Pcs.","in stock","new","78.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-fighter-hood-natural-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/SGF.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"PJM","Vaultex, Fire Fighter Hood, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: PJM. Unit: Pcs.","in stock","new","128.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-fighter-hood-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/PJM/1789031124579-PJM.png","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"CVV","Vaultex, Fire Fighting Suit","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: CVV. Unit: Set.","in stock","new","870.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-fighting-suit/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/CVV.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Set"
"IVB","Vaultex, Fire Retardant Coverall with 2"" Dual Tone Grey/Fluorescent Yellow Reflective,320 Gsm, Navy","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: IVB. Unit: Pcs.","in stock","new","76.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-2-dual-tone-grey-fluorescent-yellow-reflective-320-gsm-navy/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/IVB/1789031154598-IVB.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall 320 GSM","Workwear & Uniforms","Fire Retardant Coverall 320 GSM","Pcs"
"BUM","Vaultex, Fire Retardant Coverall with 2"" Dual Tone Grey/Fluorescent Yellow Reflective,320 Gsm,Royal","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: BUM. Unit: Pcs.","in stock","new","81.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-2-dual-tone-grey-fluorescent-yellow-reflective-320-gsm-royal/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/BUM.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall 320 GSM","Workwear & Uniforms","Fire Retardant Coverall 320 GSM","Pcs"
"LBFRN","Vaultex, Fire Retardant Coverall with Labels, Navy Color","LBFRN is a Fire Retardant Coverall manufactured by Vaultex a Protective clothing and Uniform making company. It is made from 100% Cotton fabric which provides protection from Heat, Fire and Flame. This Coverall is designed with adjustable sleeve edges with button wrist closures, 2-way heavy-duty metal zipper with 2 chest snaps and storm flap, two chest pockets with zipper & 1 pen pocket on Left Arm, 1 Back Pocket in Trouser And 1 Tool Pocket at the Right Lower, 2 Elasticized Waist Band At Sides For Improved Ergonomics And Comfort, Double Stitched Seams For Enhanced Durability And Stress Points Reinforced With Bartack. SKU: LBFRN. Unit: Pcs.","in stock","new","69.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-labels-navy-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/LBFRN/1789031161539-LBFRN.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall","Workwear & Uniforms","Fire Retardant Coverall","Pcs"
"LBFRO","Vaultex, Fire Retardant Coverall with Labels, Orange Color","LBFRO is a Fire Retardant Coverall manufactured by Vaultex a Protective clothing and Uniform making company. It is made from 100% Cotton fabric which provides protection from Heat, Fire and Flame. This Coverall is designed with adjustable sleeve edges with button wrist closures, 2 way heavy duty metal zipper with 2 chest snaps and storm flap, two chest pockets with zipper & 1 pen pocket on Left Arm, 1 Back Pocket in Trouser And 1 Tool Pocket at the Right Lower, 2 Elasticized Waist Band At Sides For Improved Ergonomics And Comfort, Double Stitched Seams For Enhanced Durability And Stress Points Reinforced With Bartack. SKU: LBFRO. Unit: Pcs.","in stock","new","67.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-labels-orange-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/LBFRO/1789031168877-LBFRO.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall","Workwear & Uniforms","Fire Retardant Coverall","Pcs"
"LBFRR","Vaultex, Fire Retardant Coverall with Labels, Royal Color","LBFRR is a Fire Retardant Coverall manufactured by Vaultex a Protective clothing and Uniform making company. It is made from 100% Cotton fabric which provides protection from Heat, Fire and Flame. This Coverall is designed with adjustable sleeve edges with button wrist closures, 2-way heavy-duty metal zipper with 2 chest snaps and storm flap, two chest pockets with zipper & 1 pen pocket on Left Arm, 1 Back Pocket in Trouser And 1 Tool Pocket at the Right Lower, 2 Elasticized Waist Band At Sides For Improved Ergonomics And Comfort, Double Stitched Seams For Enhanced Durability And Stress Points Reinforced With Bartack. SKU: LBFRR. Unit: Pcs.","in stock","new","69.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-labels-royal-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/LBFRR/1789031175275-LBFRR.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall","Workwear & Uniforms","Fire Retardant Coverall","Pcs"
"ECN","Vaultex, Fire Retardant Coverall with Reflective, 230 Gsm, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: ECN. Unit: Pcs.","in stock","new","90.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-reflective-230-gsm-beige-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/ECN/1789031181666-ECN.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall 320 GSM","Workwear & Uniforms","Fire Retardant Coverall 320 GSM","Pcs"
"MIS","Vaultex, Fire Retardant Coverall with Reflective, 230 Gsm, Navy Blue Color","The MIS Fire-Retardant Coverall is 100% premium, smooth Cotton treated with Pyrovatex&reg; FR coating. It meets EN ISO 11611, EN ISO 11612:2015 (A1, A2, B1, C1, F1), EN ISO 15025:2016, and EN 471:2003 standards. The coverall has a reflective patch on each shoulder and 2 reflective rings on the sleeves, torso, and legs. It features a 2-way heavy-duty metal zipper with a metal snap, elasticized waistband at the back, and double-stitched seams with heavy-duty colorfast thread. SKU: MIS. Unit: Pcs.","in stock","new","80.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-reflective-230-gsm-navy-blue-color-1/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/MIS.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"VNR","Vaultex, Fire Retardant Coverall with Reflective, 230 Gsm, Navy Blue Color","VNR is a Reflective Fire Retardant Coverall manufactured by VAULTEX for Protective Clothing & Uniform. It is made from 100% Premium smooth Cotton, Sanforized Mercerized, and Pre-Shrunk fabric which provide protection from Heat, Fire and Flame. This Coverall is designed with adjustable sleeve edges with button wrist closures, 2-way heavy-duty metal zipper with 2 chest snaps and storm flap, two chest pockets with zipper & 1 pen pocket on Left Arm, 1 Back Pocket in Trouser And 1 Tool Pocket at the Right Lower, 2 Elasticized Waist Band At Sides For Improved Ergonomics And Comfort, Double Stitched Seams For Enhanced Durability And Stress Points Reinforced With Bartack. SKU: VNR. Unit: Pcs.","in stock","new","92.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-reflective-230-gsm-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/VNR/1789031226469-VNR.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall","Workwear & Uniforms","Fire Retardant Coverall","Pcs"
"POR","Vaultex, Fire Retardant Coverall with Reflective, 230 Gsm, Orange Color","100% Twill Coverall With Reflective from Vaultex comes with 2 chest flap-type pockets with a velcro closure along with a pen pocket on the left sleeve. An elasticated waist makes it easier to wear. This product also supports 2 reflective strips on shoulders and 2 reflective on both sleeves and legs. Seams are stitched with colourfast thread. The coverall is also shrinking resistant. SKU: POR. Unit: Pcs.","in stock","new","92.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-reflective-230-gsm-orange-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/POR/1789031260632-POR.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall","Workwear & Uniforms","Fire Retardant Coverall","Pcs"
"NCE","Vaultex, Fire Retardant Coverall with Reflective, 230 Gsm, Royal Blue Color","NCE is a Reflective Fire Retardant Coverall manufactured by VAULTEX for Protective Clothing & Uniform. It is made from 100% Premium smooth Cotton, Sanforized Mercerized, and Pre-Shrunk fabric which provide protection from Heat, Fire and Flame. This Coverall is designed with adjustable sleeve edges with button wrist closures, 2-way heavy-duty metal zipper with 2 chest snaps and storm flap, two chest pockets with zipper & 1 pen pocket on Left Arm, 1 Back Pocket in Trouser And 1 Tool Pocket at the Right Lower, 2 Elasticized Waist Band At Sides For Improved Ergonomics And Comfort, Double Stitched Seams For Enhanced Durability And Stress Points Reinforced With Bartack. SKU: NCE. Unit: Pcs.","in stock","new","90.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-reflective-230-gsm-royal-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/NCE/1789031266571-NCE.png","Xpertone Creative","Workwear & Uniforms > Fire Retardant Coverall","Workwear & Uniforms","Fire Retardant Coverall","Pcs"
"MTA","Vaultex, Fire Retardant Coverall with Yellow/Grey Reflective, 230 Gsm, Red Color","The MTA product is a 100% cotton fire retardant coverall with reflective material weighing 230 GSM. It meets the standards of EN ISO 11612:2015 (A1, A2, B1, C1, F1) and EN ISO 15025:2016. It is made from premium smooth Cotton, which is sanforized, mercerized, and pre-shrunk. The product features adjustable sleeve edges with Velcro straps, a two-way heavy-duty metal zipper with a metal snap, chest pockets with button flaps, and swing pockets with an elasticized waistband at the back. SKU: MTA. Unit: PCS.","in stock","new","104.00 AED","https://www.xpertonecreative.com/products/vaultex-fire-retardant-coverall-with-yellow-grey-reflective-230-gsm-red-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/MTA.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","PCS"
